Gene,Program_Dataset
C1orf54,17_Mayr_2020_health
SLC38A1,17_Mayr_2020_health
CADM1,17_Mayr_2020_health
GPC4,17_Mayr_2020_health
ID2,17_Mayr_2020_health
ITGB7,17_Mayr_2020_health
NET1,17_Mayr_2020_health
BATF3,17_Mayr_2020_health
CPNE3,17_Mayr_2020_health
IRF8,17_Mayr_2020_health
RHOF,17_Mayr_2020_health
WDFY4,17_Mayr_2020_health
TMEM97,17_Mayr_2020_health
CLIC2,17_Mayr_2020_health
IL1RL1,17_Mayr_2020_health
RFTN1,17_Mayr_2020_health
C12orf45,17_Mayr_2020_health
TCTN3,17_Mayr_2020_health
FNIP2,17_Mayr_2020_health
MYBL1,17_Mayr_2020_health
C1orf21,17_Mayr_2020_health
SUSD3,17_Mayr_2020_health
PTPN7,17_Mayr_2020_health
APOL3,17_Mayr_2020_health
SERPINF2,17_Mayr_2020_health
NME4,17_Mayr_2020_health
SPRY2,17_Mayr_2020_health
FAM46C,17_Mayr_2020_health
SLC2A1,17_Mayr_2020_health
IRAK2,17_Mayr_2020_health
GFOD1,17_Mayr_2020_health
KIF2A,17_Mayr_2020_health
EPCAM,17_Mayr_2020_health
SNX22,17_Mayr_2020_health
TRABD2A,17_Mayr_2020_health
CEACAM3,17_Mayr_2020_health
ST3GAL5,17_Mayr_2020_health
PLEKHA5,17_Mayr_2020_health
PRKAR2B,17_Mayr_2020_health
ENC1,17_Mayr_2020_health
FLNB,17_Mayr_2020_health
BANK1,17_Mayr_2020_health
DENND1B,17_Mayr_2020_health
SEPT6,17_Mayr_2020_health
MAP4K1,17_Mayr_2020_health
VAC14,17_Mayr_2020_health
PNMA1,17_Mayr_2020_health
CCDC102B,17_Mayr_2020_health
EVA1B,17_Mayr_2020_health
AUTS2,17_Mayr_2020_health
CAMK2D,17_Mayr_2020_health
DAPK2,17_Mayr_2020_health
ZNF462,17_Mayr_2020_health
MAOA,17_Mayr_2020_health
SNX3,17_Mayr_2020_health
CCL2,18_Mayr_2020_health
CCL4,18_Mayr_2020_health
RNASE1,18_Mayr_2020_health
SFTPA2,18_Mayr_2020_health
FUCA1,18_Mayr_2020_health
EPHX1,18_Mayr_2020_health
PMP22,18_Mayr_2020_health
PIM1,18_Mayr_2020_health
MS4A4A,18_Mayr_2020_health
ID1,18_Mayr_2020_health
STOM,18_Mayr_2020_health
TFPI,18_Mayr_2020_health
EGFL7,18_Mayr_2020_health
CMKLR1,18_Mayr_2020_health
ZEB1,18_Mayr_2020_health
SNAPC1,18_Mayr_2020_health
RGL1,18_Mayr_2020_health
CDH1,18_Mayr_2020_health
MMP14,18_Mayr_2020_health
TTN,18_Mayr_2020_health
FAM20C,18_Mayr_2020_health
SULF2,18_Mayr_2020_health
PIM3,18_Mayr_2020_health
RASAL2,18_Mayr_2020_health
ANXA2R,18_Mayr_2020_health
TNS1,18_Mayr_2020_health
UACA,18_Mayr_2020_health
SLC44A1,18_Mayr_2020_health
CNRIP1,18_Mayr_2020_health
HRH1,18_Mayr_2020_health
ST6GAL1,18_Mayr_2020_health
MFHAS1,18_Mayr_2020_health
RAPGEF2,18_Mayr_2020_health
JAK3,18_Mayr_2020_health
TNS3,18_Mayr_2020_health
ZFYVE16,18_Mayr_2020_health
P2RY1,18_Mayr_2020_health
CEACAM6,18_Mayr_2020_health
TPCN1,18_Mayr_2020_health
S100A14,18_Mayr_2020_health
PMAIP1,19_Mayr_2020_health
CD2,19_Mayr_2020_health
GLDN,19_Mayr_2020_health
PHGDH,19_Mayr_2020_health
PTTG1,19_Mayr_2020_health
ACAT2,19_Mayr_2020_health
SCCPDH,19_Mayr_2020_health
FFAR4,19_Mayr_2020_health
OAS1,19_Mayr_2020_health
CYB5A,19_Mayr_2020_health
EPB41L2,19_Mayr_2020_health
OSCAR,19_Mayr_2020_health
PPIF,19_Mayr_2020_health
H2AFZ,19_Mayr_2020_health
PPDPF,19_Mayr_2020_health
SOBP,19_Mayr_2020_health
CENPW,19_Mayr_2020_health
CKAP2,19_Mayr_2020_health
CCDC34,19_Mayr_2020_health
DHRS4,19_Mayr_2020_health
PDCL,19_Mayr_2020_health
PCK2,19_Mayr_2020_health
FRMD4A,19_Mayr_2020_health
SLC38A6,19_Mayr_2020_health
PTMS,19_Mayr_2020_health
DNAJC9,19_Mayr_2020_health
TMEM261,19_Mayr_2020_health
CLEC2D,19_Mayr_2020_health
MLEC,19_Mayr_2020_health
EPAS1,19_Mayr_2020_health
MTUS1,19_Mayr_2020_health
PPFIBP1,19_Mayr_2020_health
FAS,19_Mayr_2020_health
PLP2,19_Mayr_2020_health
NAA20,19_Mayr_2020_health
RNASEH2A,19_Mayr_2020_health
CENPN,19_Mayr_2020_health
UPF3B,19_Mayr_2020_health
ZWILCH,19_Mayr_2020_health
MET,19_Mayr_2020_health
ABHD12,19_Mayr_2020_health
CBX5,19_Mayr_2020_health
S100A12,20_Mayr_2020_health
IL1B,20_Mayr_2020_health
AREG,20_Mayr_2020_health
S100A8,20_Mayr_2020_health
APOBEC3A,20_Mayr_2020_health
FCN1,20_Mayr_2020_health
TIMP1,20_Mayr_2020_health
CD36,20_Mayr_2020_health
S100A9,20_Mayr_2020_health
OSM,20_Mayr_2020_health
C12orf75,20_Mayr_2020_health
S100P,20_Mayr_2020_health
EREG,20_Mayr_2020_health
SCGB3A1,20_Mayr_2020_health
VCAN,20_Mayr_2020_health
ADM,20_Mayr_2020_health
CD300E,20_Mayr_2020_health
THBS1,20_Mayr_2020_health
HCAR2,20_Mayr_2020_health
SELL,20_Mayr_2020_health
QPCT,20_Mayr_2020_health
CLEC4E,20_Mayr_2020_health
HCAR3,20_Mayr_2020_health
LRG1,20_Mayr_2020_health
CREM,20_Mayr_2020_health
CDA,20_Mayr_2020_health
VNN1,20_Mayr_2020_health
PRDX2,20_Mayr_2020_health
ICAM3,20_Mayr_2020_health
CD93,20_Mayr_2020_health
LILRA5,20_Mayr_2020_health
GNG2,20_Mayr_2020_health
LINC00936,20_Mayr_2020_health
PFKFB3,20_Mayr_2020_health
RBP7,20_Mayr_2020_health
SLC2A3,20_Mayr_2020_health
MXD1,20_Mayr_2020_health
SLC25A37,20_Mayr_2020_health
ASGR2,20_Mayr_2020_health
SAMSN1,20_Mayr_2020_health
TMEM91,20_Mayr_2020_health
EHD1,20_Mayr_2020_health
HLX,20_Mayr_2020_health
EMB,20_Mayr_2020_health
STEAP4,20_Mayr_2020_health
LMNB1,20_Mayr_2020_health
FAM198B,20_Mayr_2020_health
PDE4D,20_Mayr_2020_health
MOGAT1,20_Mayr_2020_health
TRMT6,20_Mayr_2020_health
PTPRE,20_Mayr_2020_health
VNN2,20_Mayr_2020_health
FPR1,20_Mayr_2020_health
HK2,20_Mayr_2020_health
ASGR1,20_Mayr_2020_health
CD300LB,20_Mayr_2020_health
CKAP4,20_Mayr_2020_health
NAMPT,20_Mayr_2020_health
MNDA,20_Mayr_2020_health
METTL9,20_Mayr_2020_health
LIN7A,20_Mayr_2020_health
NDRG1,20_Mayr_2020_health
PCSK5,20_Mayr_2020_health
CR1,20_Mayr_2020_health
KCNJ15,20_Mayr_2020_health
NFE2,20_Mayr_2020_health
PXN,20_Mayr_2020_health
AP1S2,20_Mayr_2020_health
CCL13,1_Morse_2019_disease
SEPP1,1_Morse_2019_disease
SLC40A1,1_Morse_2019_disease
RNASE1,1_Morse_2019_disease
PLTP,1_Morse_2019_disease
FOLR2,1_Morse_2019_disease
ADAMDEC1,1_Morse_2019_disease
F13A1,1_Morse_2019_disease
PLA2G2D,1_Morse_2019_disease
CCL15,1_Morse_2019_disease
C1QC,1_Morse_2019_disease
C1QB,1_Morse_2019_disease
LYVE1,1_Morse_2019_disease
C1QA,1_Morse_2019_disease
IL2RA,1_Morse_2019_disease
TMEM176B,1_Morse_2019_disease
HPGDS,1_Morse_2019_disease
CD14,1_Morse_2019_disease
HLA-DQA2,1_Morse_2019_disease
RBP1,1_Morse_2019_disease
SAA1,1_Morse_2019_disease
TMEM176A,1_Morse_2019_disease
TIMD4,1_Morse_2019_disease
VCAM1,1_Morse_2019_disease
IGSF21,1_Morse_2019_disease
SFTPA2,1_Morse_2019_disease
FUCA1,1_Morse_2019_disease
STAB1,1_Morse_2019_disease
CXCL12,1_Morse_2019_disease
CD163L1,1_Morse_2019_disease
ENPP2,1_Morse_2019_disease
GPR34,1_Morse_2019_disease
MS4A6A,1_Morse_2019_disease
ADORA3,1_Morse_2019_disease
LTC4S,1_Morse_2019_disease
ME1,1_Morse_2019_disease
EGFL7,1_Morse_2019_disease
CLEC4G,1_Morse_2019_disease
MAMDC2,1_Morse_2019_disease
SCN9A,1_Morse_2019_disease
BNIP3,1_Morse_2019_disease
CD209,1_Morse_2019_disease
IGFBP4,1_Morse_2019_disease
GAS6,1_Morse_2019_disease
TTN,1_Morse_2019_disease
CSF3,1_Morse_2019_disease
GSTM3,1_Morse_2019_disease
GATM,1_Morse_2019_disease
TNFRSF11A,1_Morse_2019_disease
RENBP,1_Morse_2019_disease
SLC12A5,1_Morse_2019_disease
PDCD1LG2,1_Morse_2019_disease
HLA-DOA,1_Morse_2019_disease
CD200R1,1_Morse_2019_disease
LPAR5,1_Morse_2019_disease
SCN1B,1_Morse_2019_disease
CNRIP1,1_Morse_2019_disease
SPTLC3,1_Morse_2019_disease
NPDC1,1_Morse_2019_disease
ST6GAL1,1_Morse_2019_disease
GIMAP8,1_Morse_2019_disease
AKAP6,1_Morse_2019_disease
DES,1_Morse_2019_disease
WNT5B,1_Morse_2019_disease
RAB3IL1,1_Morse_2019_disease
FAM198A,1_Morse_2019_disease
CCDC151,1_Morse_2019_disease
DMD,1_Morse_2019_disease
PDZK1IP1,1_Morse_2019_disease
CRHBP,1_Morse_2019_disease
TMEM119,1_Morse_2019_disease
CUL9,1_Morse_2019_disease
DIP2C,1_Morse_2019_disease
EPHX2,1_Morse_2019_disease
NPNT,1_Morse_2019_disease
COL8A1,1_Morse_2019_disease
GS1-600G8.5,2_Morse_2019_disease
FABP4,2_Morse_2019_disease
RND3,2_Morse_2019_disease
PRSS21,2_Morse_2019_disease
INHBA,2_Morse_2019_disease
AKR1C2,2_Morse_2019_disease
RSPO3,2_Morse_2019_disease
PCOLCE2,2_Morse_2019_disease
GPD1,2_Morse_2019_disease
AQP3,2_Morse_2019_disease
SPOCD1,2_Morse_2019_disease
FHL1,2_Morse_2019_disease
MME,2_Morse_2019_disease
FOLR1,2_Morse_2019_disease
VGLL3,2_Morse_2019_disease
FAM3B,2_Morse_2019_disease
ITIH5,2_Morse_2019_disease
MSMO1,2_Morse_2019_disease
CPE,2_Morse_2019_disease
GLDN,2_Morse_2019_disease
MLPH,2_Morse_2019_disease
NEXN,2_Morse_2019_disease
AOC3,2_Morse_2019_disease
ITGB8,2_Morse_2019_disease
IL17RB,2_Morse_2019_disease
HOXB6,2_Morse_2019_disease
MACC1,2_Morse_2019_disease
FAM89A,2_Morse_2019_disease
FNDC5,2_Morse_2019_disease
B3GNT7,2_Morse_2019_disease
NTRK3,2_Morse_2019_disease
FFAR4,2_Morse_2019_disease
WWTR1,2_Morse_2019_disease
LSAMP,2_Morse_2019_disease
ATP6AP1L,2_Morse_2019_disease
TBC1D10C,2_Morse_2019_disease
GATA2,2_Morse_2019_disease
FAIM2,2_Morse_2019_disease
GPA33,2_Morse_2019_disease
MFGE8,2_Morse_2019_disease
AMIGO2,2_Morse_2019_disease
SVIL,2_Morse_2019_disease
TRHDE,2_Morse_2019_disease
ANGPT2,2_Morse_2019_disease
DHCR24,2_Morse_2019_disease
MYO6,2_Morse_2019_disease
LIMS2,2_Morse_2019_disease
GALNT12,2_Morse_2019_disease
STON1,2_Morse_2019_disease
ATP10A,2_Morse_2019_disease
CD5L,2_Morse_2019_disease
STAC,2_Morse_2019_disease
HOXB7,2_Morse_2019_disease
ATL1,2_Morse_2019_disease
CACNB3,2_Morse_2019_disease
LINC00996,2_Morse_2019_disease
TMEM74B,2_Morse_2019_disease
SOBP,2_Morse_2019_disease
MPZL2,2_Morse_2019_disease
SLC47A1,2_Morse_2019_disease
RHOD,2_Morse_2019_disease
KLK1,2_Morse_2019_disease
ENPP4,2_Morse_2019_disease
ARHGEF28,2_Morse_2019_disease
ZBTB7C,2_Morse_2019_disease
ANOS1,2_Morse_2019_disease
TLCD2,2_Morse_2019_disease
CD101,2_Morse_2019_disease
VWA8,2_Morse_2019_disease
CHDH,2_Morse_2019_disease
EPB41L4A,2_Morse_2019_disease
MUC12,2_Morse_2019_disease
BCAR1,2_Morse_2019_disease
ACSM3,2_Morse_2019_disease
LDHD,2_Morse_2019_disease
DPYS,2_Morse_2019_disease
DTX4,2_Morse_2019_disease
WDR49,2_Morse_2019_disease
SPESP1,2_Morse_2019_disease
MOGAT1,2_Morse_2019_disease
PCED1B,2_Morse_2019_disease
DLC1,2_Morse_2019_disease
PRR15,2_Morse_2019_disease
ACACB,2_Morse_2019_disease
ARHGEF35,2_Morse_2019_disease
CHRM3,2_Morse_2019_disease
TPPP,2_Morse_2019_disease
GRHL1,2_Morse_2019_disease
CASP5,2_Morse_2019_disease
FGD5,2_Morse_2019_disease
CYB5R2,2_Morse_2019_disease
ARHGEF5,2_Morse_2019_disease
SOWAHD,2_Morse_2019_disease
KAZN,2_Morse_2019_disease
RASSF8-AS1,2_Morse_2019_disease
SIGLEC11,2_Morse_2019_disease
SH2D4B,2_Morse_2019_disease
TJP1,2_Morse_2019_disease
RBM11,2_Morse_2019_disease
ZNF185,2_Morse_2019_disease
ENPP5,2_Morse_2019_disease
NPAS2,2_Morse_2019_disease
OSBPL10,2_Morse_2019_disease
OR2A1-AS1,2_Morse_2019_disease
PEBP4,2_Morse_2019_disease
SLC1A7,2_Morse_2019_disease
GEMIN5,2_Morse_2019_disease
ENPP3,2_Morse_2019_disease
SYTL4,2_Morse_2019_disease
PDE8B,2_Morse_2019_disease
DOCK3,2_Morse_2019_disease
ATP9A,2_Morse_2019_disease
SEPT3,2_Morse_2019_disease
LRRIQ1,2_Morse_2019_disease
ZNF788,2_Morse_2019_disease
HAMP,3_Morse_2019_disease
TOP2A,3_Morse_2019_disease
LGMN,3_Morse_2019_disease
CD36,3_Morse_2019_disease
NR1H3,3_Morse_2019_disease
MS4A6E,3_Morse_2019_disease
CTSZ,3_Morse_2019_disease
ARL4C,3_Morse_2019_disease
MYBL2,3_Morse_2019_disease
CTSB,3_Morse_2019_disease
ITLN1,3_Morse_2019_disease
HS3ST1,3_Morse_2019_disease
COLEC12,3_Morse_2019_disease
HTRA1,3_Morse_2019_disease
LILRB5,3_Morse_2019_disease
KCNMA1,3_Morse_2019_disease
GAL3ST4,3_Morse_2019_disease
PDPN,3_Morse_2019_disease
B3GNT7,3_Morse_2019_disease
TMEM37,3_Morse_2019_disease
ADORA3,3_Morse_2019_disease
ABCA1,3_Morse_2019_disease
MMP2,3_Morse_2019_disease
SMPDL3A,3_Morse_2019_disease
OLFML2B,3_Morse_2019_disease
SUCNR1,3_Morse_2019_disease
CMKLR1,3_Morse_2019_disease
TROAP,3_Morse_2019_disease
CD84,3_Morse_2019_disease
MERTK,3_Morse_2019_disease
NOV,3_Morse_2019_disease
FPR3,3_Morse_2019_disease
SLC7A8,3_Morse_2019_disease
RGL1,3_Morse_2019_disease
DFNA5,3_Morse_2019_disease
SIGLEC1,3_Morse_2019_disease
SLC18B1,3_Morse_2019_disease
SDC3,3_Morse_2019_disease
SLC48A1,3_Morse_2019_disease
L3MBTL4-AS1,3_Morse_2019_disease
TNFRSF21,3_Morse_2019_disease
SPRED1,3_Morse_2019_disease
LHFPL2,3_Morse_2019_disease
ANKH,3_Morse_2019_disease
GNG12,3_Morse_2019_disease
PLXNC1,3_Morse_2019_disease
FAM198B,3_Morse_2019_disease
KCNJ5,3_Morse_2019_disease
MMD,3_Morse_2019_disease
EYA2,3_Morse_2019_disease
FRMD4A,3_Morse_2019_disease
ITGB5,3_Morse_2019_disease
RHOBTB3,3_Morse_2019_disease
FBLN5,3_Morse_2019_disease
PLA2G15,3_Morse_2019_disease
SLC46A1,3_Morse_2019_disease
SLCO2B1,3_Morse_2019_disease
EEPD1,3_Morse_2019_disease
RPS6KA2,3_Morse_2019_disease
AHNAK2,3_Morse_2019_disease
TNS1,3_Morse_2019_disease
TFCP2L1,3_Morse_2019_disease
CD81,3_Morse_2019_disease
ASIP,3_Morse_2019_disease
UNQ6494,3_Morse_2019_disease
S1PR1,3_Morse_2019_disease
ARMCX2,3_Morse_2019_disease
ENC1,3_Morse_2019_disease
FMN1,3_Morse_2019_disease
FMO2,3_Morse_2019_disease
TGFB2,3_Morse_2019_disease
BARD1,3_Morse_2019_disease
PRKACB,3_Morse_2019_disease
MAP7,3_Morse_2019_disease
CRYBB1,3_Morse_2019_disease
ASAP2,3_Morse_2019_disease
SH3PXD2A,3_Morse_2019_disease
LRRC39,3_Morse_2019_disease
LINC00960,3_Morse_2019_disease
LTBP2,3_Morse_2019_disease
ZBED3-AS1,3_Morse_2019_disease
EPHB2,3_Morse_2019_disease
THRB,3_Morse_2019_disease
TNS3,3_Morse_2019_disease
NPC1,3_Morse_2019_disease
ZNF185,3_Morse_2019_disease
PDIA4,3_Morse_2019_disease
EVA1B,3_Morse_2019_disease
SNX24,3_Morse_2019_disease
MRO,3_Morse_2019_disease
LINC01268,3_Morse_2019_disease
NT5DC2,3_Morse_2019_disease
TTYH3,3_Morse_2019_disease
RAB3IL1,3_Morse_2019_disease
SGTB,3_Morse_2019_disease
BNC2,3_Morse_2019_disease
TRIM14,3_Morse_2019_disease
PDE8B,3_Morse_2019_disease
ZNF367,3_Morse_2019_disease
SOX6,3_Morse_2019_disease
PER3,3_Morse_2019_disease
ZNF462,3_Morse_2019_disease
PRLR,3_Morse_2019_disease
GINS1,3_Morse_2019_disease
ERICH3,3_Morse_2019_disease
PXN,3_Morse_2019_disease
POLR3G,3_Morse_2019_disease
JAG2,3_Morse_2019_disease
MYZAP,3_Morse_2019_disease
S100A12,4_Morse_2019_disease
LTB,4_Morse_2019_disease
HBB,4_Morse_2019_disease
S100A8,4_Morse_2019_disease
S100A9,4_Morse_2019_disease
S100P,4_Morse_2019_disease
NCF1,4_Morse_2019_disease
IFITM2,4_Morse_2019_disease
CDA,4_Morse_2019_disease
ASF1B,4_Morse_2019_disease
HIST1H2AC,4_Morse_2019_disease
SHROOM3,4_Morse_2019_disease
PADI2,4_Morse_2019_disease
TMEM91,4_Morse_2019_disease
SULT1A1,4_Morse_2019_disease
PADI4,4_Morse_2019_disease
ANXA3,4_Morse_2019_disease
ADAMTS1,4_Morse_2019_disease
RGS18,4_Morse_2019_disease
LMNB1,4_Morse_2019_disease
FAM159A,4_Morse_2019_disease
ATP1B2,4_Morse_2019_disease
PTRF,4_Morse_2019_disease
CLEC4D,4_Morse_2019_disease
RGL4,4_Morse_2019_disease
HIST1H2BD,4_Morse_2019_disease
POSTN,4_Morse_2019_disease
VNN2,4_Morse_2019_disease
PTPRS,4_Morse_2019_disease
KRT23,4_Morse_2019_disease
PECR,4_Morse_2019_disease
CSGALNACT1,4_Morse_2019_disease
MAP1LC3A,4_Morse_2019_disease
MNDA,4_Morse_2019_disease
BST1,4_Morse_2019_disease
IMPA2,4_Morse_2019_disease
LIN7A,4_Morse_2019_disease
ZNF467,4_Morse_2019_disease
TMEM71,4_Morse_2019_disease
FCGR3B,4_Morse_2019_disease
MSRB1,4_Morse_2019_disease
NBN,4_Morse_2019_disease
KIAA0040,4_Morse_2019_disease
FST,4_Morse_2019_disease
FSTL1,4_Morse_2019_disease
C9orf24,4_Morse_2019_disease
CNN2,4_Morse_2019_disease
CCL4,5_Morse_2019_disease
CCL4L2,5_Morse_2019_disease
CCL8,5_Morse_2019_disease
CCL3L3,5_Morse_2019_disease
CCL3,5_Morse_2019_disease
HSPA6,5_Morse_2019_disease
EGR1,5_Morse_2019_disease
RCAN1,5_Morse_2019_disease
HSPA1A,5_Morse_2019_disease
HSPA1B,5_Morse_2019_disease
JUN,5_Morse_2019_disease
DNAJB1,5_Morse_2019_disease
BAG3,5_Morse_2019_disease
ZFAND2A,5_Morse_2019_disease
EGR2,5_Morse_2019_disease
CLDN1,5_Morse_2019_disease
DNAJA4,5_Morse_2019_disease
TCHH,5_Morse_2019_disease
FOS,5_Morse_2019_disease
LINC01480,5_Morse_2019_disease
DDIT3,5_Morse_2019_disease
KLF2,5_Morse_2019_disease
NR4A1,5_Morse_2019_disease
HSPH1,5_Morse_2019_disease
SERPINH1,5_Morse_2019_disease
DNAJB4,5_Morse_2019_disease
CXorf21,5_Morse_2019_disease
ARC,5_Morse_2019_disease
KLF6,5_Morse_2019_disease
MAMDC2,5_Morse_2019_disease
IL1RL1,5_Morse_2019_disease
LDLR,5_Morse_2019_disease
SLC5A3,5_Morse_2019_disease
NDN,5_Morse_2019_disease
HDAC9,5_Morse_2019_disease
IER5,5_Morse_2019_disease
ACKR1,5_Morse_2019_disease
DNAH17,5_Morse_2019_disease
TCOF1,5_Morse_2019_disease
HIST1H2BN,5_Morse_2019_disease
LINC01537,5_Morse_2019_disease
VIM-AS1,5_Morse_2019_disease
SPNS3,5_Morse_2019_disease
TMEM156,5_Morse_2019_disease
UHRF1,5_Morse_2019_disease
ULBP2,5_Morse_2019_disease
ERV3-1,5_Morse_2019_disease
LINC00309,5_Morse_2019_disease
INMT,5_Morse_2019_disease
KMT2E-AS1,5_Morse_2019_disease
IKZF2,5_Morse_2019_disease
FGF18,5_Morse_2019_disease
GABRB2,5_Morse_2019_disease
KCNJ15,5_Morse_2019_disease
MLLT11,5_Morse_2019_disease
ADAMTS6,5_Morse_2019_disease
ZBTB2,5_Morse_2019_disease
PROX1,5_Morse_2019_disease
BNC2,5_Morse_2019_disease
SYCE1L,5_Morse_2019_disease
HSPA1L,5_Morse_2019_disease
HIST2H2BF,5_Morse_2019_disease
HIST2H2BE,5_Morse_2019_disease
RHEBL1,5_Morse_2019_disease
KCNN3,5_Morse_2019_disease
HIST1H4E,5_Morse_2019_disease
RASIP1,5_Morse_2019_disease
RASA4,5_Morse_2019_disease
CCL3L3,6_Morse_2019_disease
G0S2,6_Morse_2019_disease
CCL20,6_Morse_2019_disease
CXCL1,6_Morse_2019_disease
CCL3,6_Morse_2019_disease
CXCL8,6_Morse_2019_disease
IL1B,6_Morse_2019_disease
IL6,6_Morse_2019_disease
IL1RN,6_Morse_2019_disease
CXCL3,6_Morse_2019_disease
IFIT2,6_Morse_2019_disease
CXCL2,6_Morse_2019_disease
OSM,6_Morse_2019_disease
TNF,6_Morse_2019_disease
IER3,6_Morse_2019_disease
IL1A,6_Morse_2019_disease
TNIP3,6_Morse_2019_disease
IL23A,6_Morse_2019_disease
PTGS2,6_Morse_2019_disease
CDK1,6_Morse_2019_disease
PLEK,6_Morse_2019_disease
TNFAIP3,6_Morse_2019_disease
HCAR3,6_Morse_2019_disease
RHCG,6_Morse_2019_disease
EGR3,6_Morse_2019_disease
RHOH,6_Morse_2019_disease
FFAR2,6_Morse_2019_disease
ICAM1,6_Morse_2019_disease
F3,6_Morse_2019_disease
PELI1,6_Morse_2019_disease
GBP3,6_Morse_2019_disease
CDC42EP2,6_Morse_2019_disease
KB-1507C5.4,6_Morse_2019_disease
KCNA3,6_Morse_2019_disease
LY6K,6_Morse_2019_disease
CAV1,6_Morse_2019_disease
STEAP4,6_Morse_2019_disease
KCNJ2,6_Morse_2019_disease
SLAMF8,6_Morse_2019_disease
MFSD2A,6_Morse_2019_disease
CCR5,6_Morse_2019_disease
TRIB1,6_Morse_2019_disease
IRAK2,6_Morse_2019_disease
RELB,6_Morse_2019_disease
CRNDE,6_Morse_2019_disease
NINJ2,6_Morse_2019_disease
LARP6,6_Morse_2019_disease
POU3F1,6_Morse_2019_disease
CCL17,7_Morse_2019_disease
S100B,7_Morse_2019_disease
FCER1A,7_Morse_2019_disease
CD1E,7_Morse_2019_disease
CD1C,7_Morse_2019_disease
CD1A,7_Morse_2019_disease
FCGBP,7_Morse_2019_disease
TACSTD2,7_Morse_2019_disease
CD1B,7_Morse_2019_disease
RAMP1,7_Morse_2019_disease
PPP1R14A,7_Morse_2019_disease
DUSP4,7_Morse_2019_disease
HLA-DQB2,7_Morse_2019_disease
PKIB,7_Morse_2019_disease
MKI67,7_Morse_2019_disease
TRH,7_Morse_2019_disease
PLD4,7_Morse_2019_disease
IRF4,7_Morse_2019_disease
HLA-DOB,7_Morse_2019_disease
NDRG2,7_Morse_2019_disease
DERL3,7_Morse_2019_disease
SLC38A1,7_Morse_2019_disease
EGLN3,7_Morse_2019_disease
GPAT3,7_Morse_2019_disease
CCR6,7_Morse_2019_disease
AXL,7_Morse_2019_disease
ITM2C,7_Morse_2019_disease
CLDN1,7_Morse_2019_disease
P2RY14,7_Morse_2019_disease
CD70,7_Morse_2019_disease
CLEC4F,7_Morse_2019_disease
SNAI1,7_Morse_2019_disease
GNAO1,7_Morse_2019_disease
ASB2,7_Morse_2019_disease
PROC,7_Morse_2019_disease
ADAM28,7_Morse_2019_disease
FLT3,7_Morse_2019_disease
ABCA6,7_Morse_2019_disease
ENPP1,7_Morse_2019_disease
SEMA7A,7_Morse_2019_disease
CD80,7_Morse_2019_disease
CX3CR1,7_Morse_2019_disease
P2RY6,7_Morse_2019_disease
CLECL1,7_Morse_2019_disease
MCOLN2,7_Morse_2019_disease
OXCT2,7_Morse_2019_disease
TLR10,7_Morse_2019_disease
AFF3,7_Morse_2019_disease
TCTN3,7_Morse_2019_disease
P3H2,7_Morse_2019_disease
PPP2R2B,7_Morse_2019_disease
PLVAP,7_Morse_2019_disease
BCO2,7_Morse_2019_disease
MYCL,7_Morse_2019_disease
PALD1,7_Morse_2019_disease
CYP2S1,7_Morse_2019_disease
NCKAP5,7_Morse_2019_disease
SH3BP4,7_Morse_2019_disease
CYYR1,7_Morse_2019_disease
WNT5A,7_Morse_2019_disease
CCSER1,7_Morse_2019_disease
PPP1R3G,7_Morse_2019_disease
DBN1,7_Morse_2019_disease
BCL7A,7_Morse_2019_disease
RAB33A,7_Morse_2019_disease
C16orf45,7_Morse_2019_disease
SPNS3,7_Morse_2019_disease
HIST1H2BH,7_Morse_2019_disease
PDGFB,7_Morse_2019_disease
MEIKIN,7_Morse_2019_disease
NPFFR1,7_Morse_2019_disease
TRABD2A,7_Morse_2019_disease
UTF1,7_Morse_2019_disease
BIK,7_Morse_2019_disease
PLEKHA5,7_Morse_2019_disease
GPER1,7_Morse_2019_disease
TOX,7_Morse_2019_disease
SEMA4C,7_Morse_2019_disease
NOTCH4,7_Morse_2019_disease
CNFN,7_Morse_2019_disease
BANK1,7_Morse_2019_disease
SIDT1,7_Morse_2019_disease
SMPDL3B,7_Morse_2019_disease
DNAJC12,7_Morse_2019_disease
SERHL2,7_Morse_2019_disease
PPP1R16A,7_Morse_2019_disease
IZUMO4,7_Morse_2019_disease
NRARP,7_Morse_2019_disease
ANK1,7_Morse_2019_disease
CDH26,7_Morse_2019_disease
HSPA4L,7_Morse_2019_disease
RNF175,7_Morse_2019_disease
INHBB,7_Morse_2019_disease
GOLGA8Q,7_Morse_2019_disease
RMI2,7_Morse_2019_disease
ZNF883,7_Morse_2019_disease
DNAH11,7_Morse_2019_disease
ANKRD65,7_Morse_2019_disease
AMN,7_Morse_2019_disease
CAMP,8_Morse_2019_disease
APOE,8_Morse_2019_disease
CES1,8_Morse_2019_disease
HSD11B1,8_Morse_2019_disease
APOC2,8_Morse_2019_disease
CTSL,8_Morse_2019_disease
PLD3,8_Morse_2019_disease
MARCO,8_Morse_2019_disease
LIPA,8_Morse_2019_disease
CD9,8_Morse_2019_disease
TREM2,8_Morse_2019_disease
IFI6,8_Morse_2019_disease
CTSC,8_Morse_2019_disease
VSIG4,8_Morse_2019_disease
ACP5,8_Morse_2019_disease
